nct_id,brief_title,phase,phase_simple,overall_status,enrollment,lead_sponsor,company,sponsor_scale,is_industry,is_big_pharma,arm_structure,n_arms,comparator_B,experimental_A,targets,modalities,biomarkers_pipeline,tme_relevant,is_combination,AR,BRCA/HRR,PSMA,MSI-H/dMMR,first_line,later_line,biomarker_selected
NCT07540572,"A Study to Investigate the Safety, Pharmacokinetics, and Preliminary Efficacy of IDE574 Therapy in Adult Participants With Advanced Solid Tumors",PHASE1,Phase 1,RECRUITING,160,IDEAYA Biosciences,IDEAYA Biosciences,11,1,0,multi_experimental,4,ide574,fulvestrant injection;ide574,HER2,Small Molecule,ER;HER2,0,1,0,0,0,0,0,0,0
NCT07542379,"The Safety, Dosimetry and Efficacy of 177Lu-FC516 in Patients With Prostate Cancer",EARLY_PHASE1,Phase 1,RECRUITING,13,"FindCure Biosciences (ZhongShan) Co., Ltd.",FindCure Biosciences (ZhongShan),5,1,0,single_arm,1,177lu-fc516,177lu-fc516,PSMA,Radiopharmaceutical,PSMA,0,1,0,0,0,0,0,0,0
NCT07543055,"A Phase 1 Study of BPX-601 CAR T-Cell Therapy in Adult Participants With Prostate Cancer That Has Returned, is Resistant to Treatment and Has Spread",PHASE1,Phase 1,RECRUITING,36,Regeneron Pharmaceuticals,Regeneron,95,1,1,single_arm,1,bpx-601,bpx-601,PSCA,CAR-T,PSCA,1,1,0,0,0,0,0,1,0
NCT07545811,Study of JANX014 in Subjects With Metastatic Castration-Resistant Prostate Cancer,PHASE1,Phase 1,RECRUITING,43,Janux Therapeutics,Janux Therapeutics,4,1,0,multi_experimental,2,janx014,janx014,,,,0,1,0,0,0,0,0,0,0
NCT07548164,Comparing Two Different Boost Approaches in Radiation Therapy for People With Prostate Cancer,PHASE3,Phase 3,RECRUITING,224,Memorial Sloan Kettering Cancer Center,Memorial Sloan Kettering Cancer Center,411,0,0,active_comparator,2,stereotactic body radiation therapy,device: nanoknife system;stereotactic body radiation therapy,,,,0,1,0,0,1,0,0,0,1
NCT07550517,PSMA-High: EBRT/ PSMA617/ ADT vs. EBRT/ ADT,PHASE2,Phase 2,NOT_YET_RECRUITING,60,Sidney Kimmel Comprehensive Cancer Center at Johns Hopkins,Sidney Kimmel Comprehensive Cancer Center at Johns Hopkins,160,0,1,active_comparator,2,ebrt + 24 mo adt,ebrt + 6 mo adt + 177lu-psma-617,PSMA,Radiopharmaceutical,PSMA,0,1,0,0,1,0,0,0,1
NCT07553988,A Comparative Dose-finding Study of RS-113 in Patients With Metastatic Castration-resistant Prostate Cancer,PHASE2,Phase 2,ACTIVE_NOT_RECRUITING,120,"R-Pharm International, LLC",R-Pharm International,1,1,0,active_comparator,4,abiraterone;androgen deprivation therapy (adt),androgen deprivation therapy (adt);rs-113,,,,0,1,0,0,0,0,1,0,0
NCT07564102,dMD-002 Pilot Study in Patients With Cavernous Nerve Injury Following Radical Prostatectomy,PHASE1;PHASE2,Phase 2,NOT_YET_RECRUITING,30,"Mochida Medical USA, Inc.",Mochida Medical USA,1,1,0,multi_experimental,2,device: dmd-002,device: dmd-002,,,,0,1,0,0,0,0,0,0,0
NCT07567521,A Study of TRC003 in the Treatment of Patients With Progressive PSMA-positive mCRPC,PHASE1;PHASE2,Phase 2,RECRUITING,90,C Ray Therapeutics,C Ray Therapeutics,2,1,0,multi_experimental,3,radiopharmaceuticals,radiopharmaceuticals,PSMA,Radiopharmaceutical,PSMA,0,1,0,0,1,0,0,0,1
NCT07567846,"A Study Evaluating the Safety, Pharmacokinetics, and Preliminary Activity of GDC-1261 in Participants With Advanced or Metastatic Prostate Cancer",PHASE1;PHASE2,Phase 2,RECRUITING,260,"Genentech, Inc.",Roche/Genentech,922,1,1,single_arm,1,gdc-1261,gdc-1261,AR,Small Molecule,AR-V7,0,1,0,0,0,0,0,0,0
NCT07568756,Utilization of Flotufolastat 18F PET for Post-Focal Therapy Prostate Cancer Evaluation,PHASE2,Phase 2,NOT_YET_RECRUITING,60,"University of California, Irvine","University of California, Irvine",22,0,0,single_arm,1,diagnostic test: flotufolastat f18 pet,diagnostic test: flotufolastat f18 pet,,Radiopharmaceutical,genomic,0,1,0,0,0,0,0,0,0
NCT07570979,A Study to Investigate the Safety and Tolerability of Oral INR731 Single Agent or in Combination With Androgen Receptor Pathway Inhibitor (ARPI) in Patients With Metastatic Prostate Cancer,PHASE1,Phase 1,RECRUITING,208,Novartis Pharmaceuticals,Novartis,836,1,1,multi_experimental,3,androgen deprivation therapy (adt);inr731,abiraterone;androgen deprivation therapy (adt);enzalutamide;inr731,AR,Small Molecule,PSA;PSMA,0,1,0,0,0,0,0,1,0
NCT07581184,A Study of [225Ac]Ac-AKY-2519 in Patients With Metastatic Castration-Resistant Prostate Cancer,PHASE1,Phase 1,RECRUITING,138,"Aktis Oncology, Inc.",Aktis Oncology,2,1,0,single_arm,1,[225ac]ac-aky-2519 (therapeutic);[64cu]cu-aky-2519 (imaging),[225ac]ac-aky-2519 (therapeutic);[64cu]cu-aky-2519 (imaging),B7-H3,Radiopharmaceutical,B7-H3,0,1,1,0,1,0,0,0,1
NCT07590934,Phase Ib/II Platform Study of Multiple Anti-Cancer Agents in Participants With Metastatic Prostate Cancer,PHASE1;PHASE2,Phase 2,RECRUITING,152,AstraZeneca,AstraZeneca,780,1,1,active_comparator,4,azd2287 (imaging agent);docetaxel,azd2265 (fpi-2265);azd2287 (imaging agent);palacaparib (azd9574),PI3K,Small Molecule,PI3K;PTEN,0,1,1,0,1,0,0,0,1
NCT07592910,A Study of Mevrometostat With Enzalutamide in People With Prostate Cancer Who Have Previously Received Androgen Receptor Pathway Inhibitor Therapy,PHASE2,Phase 2,NOT_YET_RECRUITING,60,Prostate Cancer Clinical Trials Consortium,Prostate Cancer Clinical Trials Consortium,3,0,1,single_arm,1,enzalutamide;mevrometostat,enzalutamide;mevrometostat,EZH2,Small Molecule,AR-V7;PSA,0,1,0,0,0,0,0,0,0
NCT07594106,REGN15505 (PSMAx4-1BB) Alone or in Combination With Cemiplimab or REGN4336 (PSMAxCD3) in Adult Patients With Metastatic Castration-Resistant Prostate Cancer and Clear Cell Renal Cell Carcinoma,PHASE1;PHASE2,Phase 2,RECRUITING,265,Regeneron Pharmaceuticals,Regeneron,95,1,1,multi_experimental,3,,regn15505;regn15505+cemiplimab;regn15505+regn4336,PSMA,Bispecific Antibody,PD-L1;PSMA,1,1,0,0,1,0,0,0,1
NCT07600554,A Phase I Study to Evaluate the Safety and Dosimetry of Imaging With 68Ga-OncoACP3 in Prostate Cancer,PHASE1,Phase 1,RECRUITING,20,Philogen S.p.A.,Philogen S.p.A.,45,1,0,multi_experimental,2,[68ga]ga-oncoacp3,[68ga]ga-oncoacp3,,Radiopharmaceutical,,0,1,0,0,1,0,0,0,1
NCT07609225,Chemical-Shift-Encoded MRI for Active Bone Marrow Dosimetry in Radiopharmaceutical Therapy,EARLY_PHASE1,Phase 1,NOT_YET_RECRUITING,15,"University of Wisconsin, Madison","University of Wisconsin, Madison",61,0,0,single_arm,1,3'-deoxy-3'-[18f]-fluorothymidine;device: chemical-shift-encoded mri,3'-deoxy-3'-[18f]-fluorothymidine;device: chemical-shift-encoded mri,,Radiopharmaceutical,,0,1,0,0,1,0,0,0,1
NCT07611110,AZD2265 Compared With Standard of Care in PSMA-positive Metastatic Castration-resistant Prostate Cancer (VECTRA-01),PHASE3,Phase 3,RECRUITING,670,AstraZeneca,AstraZeneca,780,1,1,active_comparator,2,abiraterone;apalutamide;cabazitaxel;darolutamide;deutenzalutamide;enzalutamide;radium-223,actinium (225ac) zadavotide guraxetan (azd2265 [fpi-2265]),,Radiopharmaceutical,,0,1,0,0,1,0,0,1,1
NCT07615101,Investigating the Safety and Diagnostic Performance of 68Ga-NYM032 Injection PET/CT in Men With Newly Diagnosed Prostate Cancer.,PHASE3,Phase 3,RECRUITING,365,"Norroy Bioscience Co., LTD",Norroy Bioscience,7,1,0,single_arm,1,68-ga-nym032,68-ga-nym032,,Radiopharmaceutical,,0,1,0,0,0,0,0,0,0
NCT07617272,Prostate Androgen Response Investigation Using a Stratification BIOmarker; Predicting Prostate Cancer Downstaging by Neoadjuvant Darolutamide With PCAI ImmunoScore,PHASE2,Phase 2,RECRUITING,100,Region Stockholm,Region Stockholm,2,0,1,single_arm,1,darolutamide;radical prostatectomy,darolutamide;radical prostatectomy,AR,Small Molecule,biomarker;genomic,0,1,1,0,0,0,0,0,1
NCT07620574,Long-Term Extension Study for Participants Previously Enrolled in an Exelixis-Sponsored Study,PHASE3,Phase 3,ENROLLING_BY_INVITATION,5000,Exelixis,Exelixis,52,1,1,single_arm,1,abiraterone;atezolizumab;cabozantinib;enzalutamide;nivolumab;zanzalintinib,abiraterone;atezolizumab;cabozantinib;enzalutamide;nivolumab;zanzalintinib,MET,Small Molecule,MET;PD-L1,0,1,0,0,0,0,0,0,0
NCT07623460,Zanzalintinib Efficacy Post Pluvicto® in Chemotherapy Naïve Metastatic Castration Resistant Prostate Cancer,PHASE2,Phase 2,NOT_YET_RECRUITING,30,Stuthi Perimbeti,Stuthi Perimbeti,1,0,0,single_arm,1,zanzalintinib,zanzalintinib,EGFR,Small Molecule,PD-L1,0,1,0,1,0,0,0,0,1
NCT07623642,"A Phase II Study of GV20-0251 in Combination With Anti-PD-1 Monoclonal Antibodies in Patients With Unresectable, Locally Advanced, or Metastatic Solid Tumors.",PHASE2,Phase 2,NOT_YET_RECRUITING,227,GV20 Therapeutics,GV20 Therapeutics,3,1,0,single_arm,1,anti-pd-1 monoclonal antibodies;gv20-0251,anti-pd-1 monoclonal antibodies;gv20-0251,IGSF8,Monoclonal Antibody,IGSF8 RNA;IGSF8 membrane protein;PD-L1,1,1,0,0,0,0,1,0,0
NCT07632690,QLC5508 in Participants With Metastatic Prostate Cancer,PHASE3,Phase 3,NOT_YET_RECRUITING,700,"Qilu Pharmaceutical Co., Ltd.",Qilu Pharmaceutical,108,1,0,active_comparator,2,docetaxel,qlc5508,B7-H3,Cell Therapy,,1,1,0,0,0,0,0,0,0
NCT07636707,QLF4113 in Participants With Metastatic Prostate Cancer,PHASE1,Phase 1,NOT_YET_RECRUITING,140,"Qilu Pharmaceutical Co., Ltd.",Qilu Pharmaceutical,108,1,0,single_arm,1,qlf4113 for injection,qlf4113 for injection,,Radiopharmaceutical,,0,1,0,0,0,0,0,1,0
NCT07639086,Sacituzumab Tirumotecan in Pts w/ NEPC After Progression on Prior Chemotherapy,PHASE2,Phase 2,NOT_YET_RECRUITING,20,Virginia Commonwealth University,Virginia Commonwealth University,13,0,1,single_arm,1,sacituzumab tirumotecan,sacituzumab tirumotecan,TROP-1,ADC,MET;TROP-1;TROP2,1,1,1,0,0,0,0,0,1
NCT07641049,Dual-target PSMA/PSCA CAR-NK Cells in Advanced Prostate Cancer,PHASE1,Phase 1,RECRUITING,36,Beijing Biotech,Beijing Biotech,30,1,0,multi_experimental,2,cyclophosphamide;etb-dualnk-01;fludarabine,cyclophosphamide;etb-dualnk-01;fludarabine,,Cell Therapy,biomarker,1,1,1,0,1,0,0,0,1
NCT07641855,A Study of BL-B01D1 Combination Therapy in Patients With Metastatic Castration-resistant Prostate Cancer,PHASE2;PHASE3,Phase 3,NOT_YET_RECRUITING,180,"Sichuan Baili Pharmaceutical Co., Ltd.",Sichuan Baili Pharmaceutical,127,1,0,single_arm,1,abiraterone;bl-b01d1;olaparib,abiraterone;bl-b01d1;olaparib,EGFR/HER3,ADC,,1,1,0,0,0,0,0,0,0
NCT07645326,RISK-ADAPT Protocol in Metastatic Hormone-Sensitive Prostate Cancer (mHSPC),PHASE2,Phase 2,NOT_YET_RECRUITING,108,Georgetown University,Georgetown University,55,0,0,multi_experimental,2,androgen deprivation therapy (adt);androgen receptor pathway inhibitor (arpi),androgen deprivation therapy (adt);androgen receptor pathway inhibitor (arpi);docetaxel;prostate radiation,,Small Molecule,,0,1,0,0,0,0,0,0,0
NCT07649122,This Study Evaluates the Diagnostic Performance and Safety of 68Ga-NYM032 PET/CT Imaging in Patients With Suspected Recurrence of Prostate Cancer.,PHASE3,Phase 3,RECRUITING,232,"Norroy Bioscience Co., LTD",Norroy Bioscience,7,1,0,single_arm,1,diagnostic test: 68-ga-nym032,diagnostic test: 68-ga-nym032,,Radiopharmaceutical,,0,1,0,0,0,0,0,0,0
NCT07649421,PSMA PET/CT-Guided SBRT Plus Darolutamide in mHSPC,PHASE2,Phase 2,NOT_YET_RECRUITING,254,West China Hospital,West China Hospital,11,0,1,active_comparator,2,androgen deprivation therapy (adt);darolutamide,androgen deprivation therapy (adt);darolutamide;stereotactic body radiotherapy (sbrt),AR,Small Molecule,,0,1,1,0,1,0,0,0,1
NCT07657806,DEC003M in Prostate Cancer,PHASE1,Phase 1,NOT_YET_RECRUITING,110,"Hangzhou DAC Biotechnology Co., Ltd.",Hangzhou DAC Biotechnology,5,1,0,single_arm,1,dec003m,dec003m,,,,0,1,1,0,1,0,0,0,1
NCT07660211,Clinical Evaluation of 177Lu-PSMA-VG01 Injection in Patients With PSMA-Positive Metastatic Castration-Resistant Prostate Cancer （mCRPC）,PHASE1,Phase 1,RECRUITING,10,VitsGen Therapeutics Inc.,VitsGen Therapeutics,1,1,0,single_arm,1,177lu-psma-vg01,177lu-psma-vg01,,Radiopharmaceutical,,0,1,0,0,0,0,0,0,0
NCT07661641,A Study of [177Lu]Lu-A9-0631 and [225Ac]Ac-A9-0642 With [68Ga]Ga-A9-6217 or [177Lu]Lu-A9-0631 Imaging in GRPR+ Solid Tumors,PHASE1,Phase 1,RECRUITING,115,Alpha-9 Oncology USA Inc.,Alpha-9 Oncology USA,2,1,0,multi_experimental,2,[177lu]lu-a9-0631;[225ac]ac-a9-0642;diagnostic test: [68ga]ga-a9-6217;diagnostic test: low dose [177lu]lu-a9-0631,[177lu]lu-a9-0631;[225ac]ac-a9-0642;diagnostic test: [68ga]ga-a9-6217;diagnostic test: low dose [177lu]lu-a9-0631,,,HER2,0,1,0,0,0,0,0,0,0
NCT07674771,Response With Interim PSMA PET in Metastatic Castration-sensitive Prostate Cancer for Optimization of Adaptive Metastasis-directed Radiotherapy Delivery,EARLY_PHASE1,Phase 1,NOT_YET_RECRUITING,30,University of Texas Southwestern Medical Center,University of Texas Southwestern Medical Center,48,0,0,single_arm,1,68ga-psma-11;adaptive stereotactic ablative radiotherapy (sabr);adaptive stereotactive ablative radiotherapy (sabr);drug: 68-ga psma11,68ga-psma-11;adaptive stereotactic ablative radiotherapy (sabr);adaptive stereotactive ablative radiotherapy (sabr);drug: 68-ga psma11,,Radiopharmaceutical,,0,1,0,0,1,0,0,0,1
NCT07683013,"Safety, Tolerability, and Efficacy of CP-PCA07 in Combination With Enzalutamide in Patients With Castration-Resistant Prostate Cancer",PHASE1,Phase 1,NOT_YET_RECRUITING,18,"Hyundai Bioscience Co., Ltd.",Hyundai Bioscience,1,1,0,single_arm,1,cp-pca07;enzalutamide,cp-pca07;enzalutamide,,,AR;biomarker,0,1,0,0,0,0,0,0,0
NCT07689656,A Clinical Study of [68Ga]Ga-ELI421 Injection PET Imaging in Patients With Prostate Cancer,PHASE1;PHASE2,Phase 2,RECRUITING,50,"Union Hospital, Tongji Medical College, Huazhong University of Science and Technology","Union Hospital, Tongji Medical College, Huazhong University of Science and Technology",29,0,0,single_arm,1,[68ga]ga-eli421 injection,[68ga]ga-eli421 injection,,Radiopharmaceutical,,0,1,0,0,1,0,0,0,1
NCT07705334,"A Study of SHY-ONC6, a Novel Proteasome Inhibitor, in Adults With Advanced or Metastatic Solid Tumors",PHASE1,Phase 1,RECRUITING,30,SHY Therapeutics,SHY Therapeutics,1,1,0,single_arm,1,shy-onc6,shy-onc6,,Cell Therapy,,1,1,0,0,0,0,0,0,0
NCT07711002,Saruparib in Combination With Physician's Choice of ARPI in Patients With mHSPC Previously Treated With Docetaxel or 177Lu-PSMA Therapy Without Disease Progression and PSA ≥ 0.2 ng/mL (EvoPAR-PR05),PHASE3,Phase 3,NOT_YET_RECRUITING,1330,AstraZeneca,AstraZeneca,780,1,1,placebo_comparator,2,abiraterone;darolutamide;enzalutamide,abiraterone;darolutamide;enzalutamide;saruparib,PARP,Small Molecule,HRR,0,1,0,0,1,0,0,0,1
NCT07711184,A Clinical Study of HRS-7525 Tablets in Patients With Advanced Prostate Cancer,PHASE1,Phase 1,RECRUITING,320,"Jiangsu HengRui Medicine Co., Ltd.",Hengrui,312,1,0,single_arm,1,hrs-7525 tablets,hrs-7525 tablets,,,,0,1,0,0,0,0,0,0,0
NCT07717099,Radium-223 for High-Volume Metastatic Hormone Sensitive Prostate Cancer,PHASE2,Phase 2,NOT_YET_RECRUITING,50,Alianza multidisciplinar para la investigación de los tumores genitourinarios -GUARD,Alianza multidisciplinar para la investigación de los tumores genitourinarios -GUARD,3,0,1,single_arm,1,androgen deprivation therapy (adt);darolutamide oral tablet;ra223,androgen deprivation therapy (adt);darolutamide oral tablet;ra223,,Radiopharmaceutical,,0,1,0,0,0,0,1,0,0
NCT07719361,A Study in Patients With Metastatic Castration-Resistant Prostate Cancer,PHASE1,Phase 1,RECRUITING,60,Flare Therapeutics Inc.,Flare Therapeutics,2,1,0,multi_experimental,5,fx-111,fx-111,,,AR,0,1,1,0,0,0,0,0,1
NCT07723248,A Study to Learn About the Investigational Drug Rinzimetostat (ORIC-944) in Patients With mCRPC Who Were Previously Treated With Abiraterone Acetate (Himalayas-1),PHASE3,Phase 3,RECRUITING,600,ORIC Pharmaceuticals,ORIC Pharmaceuticals,7,1,1,active_comparator,2,darolutamide;docetaxel;enzalutamide;rinzimetostat,,,,,0,1,0,0,1,0,1,0,1
NCT07725523,Safety and Efficacy of OTL78 (Zopocianine),PHASE2;PHASE3,Phase 3,NOT_YET_RECRUITING,36,Clinton Bahler,Clinton Bahler,2,0,0,single_arm,1,0.,0.,,,,0,1,0,0,1,0,0,0,1
NCT07730125,Gene-edited T Regulatory Cells (CRG-150) for the Treatment of Relapsed/Refractory Malignancies,PHASE1;PHASE2,Phase 2,NOT_YET_RECRUITING,67,"CoRegen, Inc.",CoRegen,1,1,0,single_arm,1,crg-150,crg-150,HER2,Cell Therapy,HER2;MET;PR,1,1,1,0,0,0,0,1,1
NCT07730151,Efficacy and Safety of Darolutamide Combined With Docetaxel and ADT as Neoadjuvant Therapy for Locally Advanced Prostate Cancer.,PHASE2,Phase 2,NOT_YET_RECRUITING,200,RenJi Hospital,RenJi Hospital,12,0,1,active_comparator,2,adt;docetaxel,adt;darolutamide;docetaxel,AR,Small Molecule,,0,1,0,0,1,0,0,0,1
NCT07730580,Study of XNW5004 Tablets in Advanced Prostate Cancer,PHASE2,Phase 2,NOT_YET_RECRUITING,242,Evopoint Biosciences Inc.,Evopoint Biosciences,13,1,0,active_comparator,7,bid; abiraterone;po;qd; plus prednisone;qdd;taken on an empty stomach at least 1 hour before and at least 2 hours after a meal;xnw5004;xnw5004 800/,bid (10-14 hours interval between two doses;po;qd. each treatment cycle consists of 4 weeks.;subsequent development plans will be determined based on preliminary study results.;taken with warm water); enzalutamide;xnw5004,AR,Small Molecule,PSA,0,1,0,0,0,0,1,0,0
NCT07733908,Effectiveness of Posluma PET Scan for Post-Treatment Monitoring of Prostate Cancer,PHASE2,Phase 2,NOT_YET_RECRUITING,22,Aditya Bagrodia,Aditya Bagrodia,1,0,0,single_arm,1,diagnostic test: posluma pet,diagnostic test: posluma pet,,Radiopharmaceutical,,0,1,0,0,1,0,0,0,1
NCT07735377,"A Multicenter, Open-label Phase I Clinical Study to Evaluate the Safety, Tolerability, Pharmacokinetics and Efficacy of SHR-6914 Injection in Participants With Prostate Cancer",PHASE1,Phase 1,RECRUITING,118,"Suzhou Suncadia Biopharmaceuticals Co., Ltd.",Suzhou Suncadia Biopharmaceuticals,86,1,0,single_arm,1,shr-6914,shr-6914,,,,0,1,0,0,0,0,0,0,0
NCT07737925,LuX: Xaluritamig in Participants With Metastatic Castrate Resistant Prostate Cancer and Suboptimal Response to Lutetium 177 Vipivotide Tetraxetan,PHASE2,Phase 2,NOT_YET_RECRUITING,30,Thomas Jefferson University,Thomas Jefferson University,22,0,1,single_arm,1,xaluritamig,xaluritamig,,,,0,1,0,0,1,0,0,1,1
NCT07745361,Study of Oral MRT-2359 With Apalutamide in Prostate Cancer,PHASE2,Phase 2,RECRUITING,25,"Monte Rosa Therapeutics, Inc",Monte Rosa Therapeutics,2,1,0,single_arm,1,apalutamide;oral mrt-2359,apalutamide;oral mrt-2359,MYC,Small Molecule,AR;MYC;biomarker;biomarker analysis,0,1,1,0,0,0,0,0,1
NCT07746713,A Study of JNJ-98768111 in Participants With Advanced Prostate Cancer,PHASE1,Phase 1,RECRUITING,100,"Janssen Research & Development, LLC",Johnson & Johnson,363,1,1,single_arm,1,jnj-98768111,jnj-98768111,,,AR,0,1,1,0,0,0,0,0,1
NCT07751159,Radiation Therapy Approaches for People With Prostate Cancer,PHASE2,Phase 2,RECRUITING,126,Memorial Sloan Kettering Cancer Center,Memorial Sloan Kettering Cancer Center,411,0,0,active_comparator,2,sbrt;standard of care hdr brachytherapy,sbrt,,,,0,1,0,0,1,0,0,0,1
NCT07756593,Sipuleucel-T (Sip-T) in Combination With N-803 in Metastatic Androgen Pathway Modulation Resistant (mAPMR) Prostate Cancer,PHASE1,Phase 1,NOT_YET_RECRUITING,30,Washington University School of Medicine,Washington University School of Medicine,178,0,0,multi_experimental,5,n803;sipuleucel-t,n803;sipuleucel-t,IL-15,,PD-L1,0,1,0,0,1,0,0,0,1
NCT07765940,Safety and Preliminary Diagnostic Performance of [⁶⁴Cu]Cu-RAX301 in Prostate Cancer,PHASE1;PHASE2,Phase 2,NOT_YET_RECRUITING,52,"RadAlliance Therapeutics, Inc",RadAlliance Therapeutics,1,1,0,single_arm,1,[⁶⁴cu]cu-rax301 injection,[⁶⁴cu]cu-rax301 injection,,Radiopharmaceutical,,0,1,0,0,0,0,0,0,0
NCT07781852,Evaluation of the Distribution of 64Cu/68Ga Labeled CM500 in Healthy Volunteers and Patients With Cancer,EARLY_PHASE1,Phase 1,NOT_YET_RECRUITING,40,Lumina Pharmaceuticals Inc,Lumina Pharmaceuticals,1,1,0,active_comparator,4,[64cu]cm500;[68ga]cm500;blood collection;device: pet/ct;device: pet/mr,[64cu]cm500;[68ga]cm500;blood collection;device: pet/ct;device: pet/mr,,Peptide,,0,1,0,0,0,0,0,0,0
NCT07783282,"A Study to Learn How Enzalutamide, Apalutamide and Bicalutamide Affect the Way Fezolinetant is Processed in Men With Prostate Cancer",PHASE1,Phase 1,NOT_YET_RECRUITING,56,"Astellas Pharma Global Development, Inc.",Astellas,171,1,1,multi_experimental,4,fezolinetant,apalutamide;bicalutamide;enzalutamide;fezolinetant;gnrh agonist/antagonist,,,,0,1,0,0,0,0,0,0,0
NCT07793435,A Phase 1/2 Trial of ADI-212 in mCRPC,PHASE1;PHASE2,Phase 2,NOT_YET_RECRUITING,12,Adicet Therapeutics,Adicet Therapeutics,3,1,0,multi_experimental,2,adi-212;cyclophosphamide;fludarabine,adi-212;cyclophosphamide;fludarabine,,Cell Therapy,,1,1,0,0,1,0,0,0,1
NCT07795268,"Study to Evaluate the Efficacy and Safety of 177Lu-NYM032 Injection in Participants With Progressive, PSMA-Positive Metastatic Castration-Resistant Prostate Cancer (mCRPC)",PHASE3,Phase 3,NOT_YET_RECRUITING,600,"Norroy Bioscience Co., LTD",Norroy Bioscience,7,1,0,multi_experimental,2,177lu-nym032 injection;best supportive/best standard of care,177lu-nym032 injection;best supportive/best standard of care,PSMA,Radiopharmaceutical,PSMA,0,1,1,0,1,0,0,1,1
NCT07802704,A Study of Risvutatug Rezetecan in Participants With Metastatic Castration-resistant Prostate Cancer (mCRPC),PHASE3,Phase 3,NOT_YET_RECRUITING,684,GlaxoSmithKline,GSK,468,1,1,active_comparator,2,abiraterone;enzalutamide,risvutatug rezetecan (ris-rez),,,MMR;MSI;MSI-H;TMB;dMMR,0,1,0,0,0,1,0,0,1
